tVal2,tVal3,tVal4,tVal5,tVal6,tVal7,ax,ay,az,gx,gy,gz,face
1,1,1,1,0,0,0.72,0.37,0.69,-13447.88,12934.87,29804.38,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.16,-0.4,0.85,28840.4,-61963.8,-26478.2,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.71,0.33,0.54,-73125.83,1717.97,16253.9,0
,,,,,,,,,,,,
1,1,1,1,1,0,0.44,0.21,0.72,52109.34,-32615.16,-65912.74,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.65,0.06,0.65,39274.68,11479.37,17535.21,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.06,-0.28,0.75,-51176.39,71978.13,63784.37,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.64,0.22,0.75,32166.58,-5557.15,-44932.05,6
,,,,,,,,,,,,
1,1,1,1,1,0,0,-0.65,0.75,-6669.06,-33080.45,-8854.7,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.47,-0.15,0.73,-78184.29,2214.27,50868.58,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.41,0.43,0.84,23044.64,3011.22,-24154.17,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.36,0.17,0.7,32934.9,-44867.62,-19971.39,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.37,-0.2,0.62,36084.51,41803.91,12963.51,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.11,-0.35,0.91,-59186.42,-579.81,33495.62,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.41,0.29,0.76,-21598.69,-42739.25,-12522.08,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.54,-0.16,0.86,74404.76,14447.64,-9821.06,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.04,-0.35,0.86,-19957.07,32708.22,34170.88,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.3,-0.11,0.87,-7473.17,-18888.12,-20947.29,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.79,0.67,0.71,-1808.64,8143.65,-3297.55,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.64,0.57,0.62,53333.39,-64318.85,-11274.17,6
,,,,,,,,,,,,
1,1,0,1,1,0,-0.52,-0.83,0.63,8935.82,14168.47,35249.38,6
,,,,,,,,,,,,
1,0,1,1,1,0,0.33,-0.63,0.93,-29930.84,30746.87,48876.22,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.27,-0.01,0.87,-17926.53,-35645.47,-16666.69,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.02,0.28,0.88,22531.64,-46869.54,-22896.71,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.55,-0.5,0.64,67184.52,22207.13,12853.75,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.26,-0.21,0.82,-63822.55,3657.84,34636.16,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.43,0.76,0.63,3268.91,-10178.97,-16638.05,6
,,,,,,,,,,,,
1,1,1,1,1,1,-0.64,0.07,0.72,69904.63,-35165.87,-23094.75,0
,,,,,,,,,,,,
1,1,1,1,1,0,0.18,-0.7,0.58,42832.31,52491.11,33407.34,6
,,,,,,,,,,,,
1,0,1,1,0,0,0.48,-0.46,0.85,-22615.15,-35051.34,19914.12,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.31,0.52,0.69,-67478,22646.17,27489.89,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.25,-0.1,0.71,78186.68,-868.53,-30472.47,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.73,-0.07,0.82,-51899.36,55974.77,62887.21,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.45,0.31,0.6,-23822.5,-55511.87,11472.21,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.23,0.39,0.84,25905.54,-33390.64,-7022.2,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.7,-0.63,0.87,-50124.13,7976.63,29539.52,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.61,0.92,0.5,4633.74,35967.59,-718.21,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.28,-0.29,1.02,42829.92,-7015.04,-45542.88,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.46,0.29,0.71,-47749.99,48138.92,66232.48,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.27,-0.25,0.82,-2047.25,-78184.29,-44881.94,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.04,-0.19,0.86,63750.96,-3101.89,-11503.23,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,1,1,1,1,0,-0.61,-0.24,0.62,12739.22,52565.08,43996.71,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.22,0.18,0.76,-32238.16,-24998.83,-11534.25,6
,,,,,,,,,,,,
1,0,1,1,1,0,0.06,-0.98,0.96,9992.85,-21608.23,-28885.74,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.45,0.25,0.7,-78184.29,4960.64,45094.3,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.52,0.2,0.62,730.14,114.53,11593.9,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.39,0.13,0.8,4791.22,-527.32,9379.63,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.24,0.19,0.87,-1777.62,3588.65,-515.39,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.25,0.25,0.81,-1092.82,5437.85,-2016.23,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.17,0.22,0.85,5070.39,-2104.51,-2619.9,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.17,0.21,0.86,1679.79,687.19,-1460.27,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.16,0.23,0.84,3581.49,-1851.59,-338.82,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,0.18,0.86,4531.14,147.94,-854.21,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.17,0.17,0.86,2374.14,565.5,-830.35,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,0.21,0.86,2438.56,1930.33,198.04,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,0.17,0.86,1653.55,-131.23,-677.64,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.13,0.15,0.88,2047.25,1140.54,28.63,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.11,0.17,0.87,1648.77,143.16,-267.24,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.12,0.16,0.87,1107.14,78.74,64.42,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.13,0.18,0.88,2211.89,-121.69,-868.53,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.15,0.17,0.86,2507.76,314.96,-400.86,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,0.15,0.89,1896.92,9.54,-312.57,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,0.17,0.86,2603.2,-350.75,-818.42,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,0.18,0.86,2023.39,-283.94,-336.44,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.15,0.17,0.87,1935.1,-291.1,-112.15,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.12,0.17,0.87,1775.23,350.75,219.52,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.13,0.16,0.87,947.27,-353.14,589.36,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,0.16,0.87,1562.87,565.5,699.12,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.15,0.19,0.85,2288.24,-639.47,-116.92,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.15,0.16,0.88,2660.47,-269.63,-1006.92,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.11,0.17,0.87,1801.48,69.2,-680.03,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.11,0.14,0.87,2183.25,-761.16,-460.51,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.13,0.16,0.86,2615.13,-226.68,-16.7,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.13,0.15,0.88,1842.04,591.74,28.63,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,0.14,0.88,1932.72,-651.4,-88.28,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,0.16,0.86,1818.18,171.8,-21.47,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.12,0.16,0.87,1856.36,436.65,-441.42,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.12,0.15,0.86,2319.26,-617.99,-336.44,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.13,0.15,0.87,2388.45,-81.13,-765.93,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.12,0.14,0.89,1290.86,329.28,-388.93,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,0.16,0.86,1744.22,-288.71,656.17,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,0.15,0.89,1400.62,-746.84,-193.27,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.13,0.17,0.88,-799.33,-1796.71,-5015.52,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.23,0.21,0.76,2209.5,-4628.97,973.52,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.25,0.21,0.83,2915.78,1245.53,-3579.1,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.06,0.2,0.86,1598.67,2777.38,-2951.57,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.07,0.2,0.89,1655.93,1531.86,1968.51,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.12,0.17,0.88,3937.01,1216.89,1978.05,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.12,0.18,0.84,1889.77,-446.19,412.79,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.15,0.15,0.88,2920.55,-436.65,978.29,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.13,0.17,0.85,1343.36,-558.34,-567.88,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.13,0.12,0.87,8002.87,1267,-1204.96,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.09,0.09,0.92,3266.53,1989.98,758.77,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.08,0.05,0.88,2238.13,601.29,-651.4,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.19,0.15,0.94,8544.51,4356.96,-7475.55,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.2,-0.01,0.66,60639.53,-39432.16,-52209.55,6
,,,,,,,,,,,,
1,0,1,1,1,0,0.25,-0.73,0.79,-33638.79,48298.79,68472.99,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.07,0.29,0.84,-14953.49,-51935.16,-22071.13,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.26,0.19,0.81,-6549.76,64531.21,39255.59,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.21,-0.15,0.82,53335.78,-38904.84,-53123.42,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.75,0.04,0.57,-67050.9,-20221.93,8002.87,0
,,,,,,,,,,,,
1,1,1,1,1,0,-0.02,0.69,0.6,30093.09,45681.27,-3636.37,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.12,-0.66,0.94,-1870.68,-51023.68,-29277.05,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.48,0.23,0.65,9451.22,49892.68,44149.42,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.43,-0.03,0.85,-47146.32,27878.82,19711.31,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.03,0.27,0.84,21648.79,-52724.95,-37702.26,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.55,-0.59,0.72,47065.19,8840.38,16070.17,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.6,-0.19,0.86,-42751.18,10613.23,31441.22,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.2,0.34,0.81,7022.2,-42715.39,-39081.41,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.46,-0.28,0.64,64688.69,-19272.27,-9747.09,6
,,,,,,,,,,,,
1,0,1,1,1,0,0.09,-0.63,0.91,-55824.45,34068.28,45810.12,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.1,0.28,0.82,-8205.69,-40400.9,-36776.46,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.36,-0.3,0.69,41636.89,5612.03,30706.31,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.15,-0.74,0.7,8002.87,-1221.67,-2085.42,6
,,,,,,,,,,,,
1,0,1,1,1,0,-0.19,-0.64,0.68,-1173.95,1608.21,472.44,6
,,,,,,,,,,,,
1,0,1,1,1,0,0.33,-0.2,0.75,-44652.87,-10493.93,-27368.2,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.55,-0.34,0.72,22178.5,-8842.77,31708.46,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.44,-0.37,0.91,-51589.18,25540.47,40890.05,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.03,0.54,0.8,-18141.28,-38146.07,-19687.45,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.4,-0.21,0.83,37838.27,-30999.79,-9351,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.26,0.53,0.74,-18608.94,69401.17,32810.82,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.26,-0.18,0.86,59907.01,-35332.89,-47368.22,6
,,,,,,,,,,,,
1,1,0,1,1,0,-0.71,-0.01,0.7,-42140.35,34688.66,24292.56,3
,,,,,,,,,,,,
1,1,1,1,1,0,0.14,0.4,0.75,45702.75,-3543.31,-27895.52,6
,,,,,,,,,,,,
1,0,1,1,0,0,0.39,-0.57,0.87,-3225.96,-40451.01,-27100.96,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.7,-0.23,0.76,-45111,1128.61,20114.55,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.37,0.57,0.64,13626.83,50176.62,1290.86,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.26,-0.35,0.92,32846.61,-52965.94,-63801.07,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.46,-0.12,0.79,-15688.4,-4722.03,8511.1,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.32,0.4,0.61,-25690.79,78186.68,24979.75,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.3,0.47,0.67,46230.07,-63316.7,-36182.34,6
,,,,,,,,,,,,
1,1,0,1,1,0,-0.7,-0.32,0.77,24698.19,-1119.07,7504.18,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.18,-0.25,0.72,-24640.92,68694.9,42240.56,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.41,-0.18,0.94,7365.79,-46034.41,-42555.52,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.53,-0.07,0.62,10584.6,-48795.09,-13366.75,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.43,0.5,0.62,-37146.3,52061.62,32460.07,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.49,-0.34,0.99,-10990.23,43705.61,8267.73,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.28,0.26,0.62,13488.44,31610.63,1400.62,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.36,-0.31,0.87,55273.27,-25213.58,-46189.5,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.45,-0.92,0.9,-22176.12,16964.94,32755.94,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.39,0.11,0.83,-10195.67,2734.43,11111.92,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.12,0.26,0.78,-11887.39,-51393.52,-13433.56,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.45,0.27,0.61,43896.49,-32634.25,-8394.19,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.31,-0.39,0.69,17823.93,56432.89,34003.86,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.42,-0.3,0.84,-29603.95,10121.7,29515.66,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.54,0.25,0.65,-8692.45,-48286.86,-21791.96,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.72,0.2,0.69,7578.15,-33137.71,-1350.51,0
,,,,,,,,,,,,
1,1,1,1,1,0,-0.34,0.35,0.68,-40653.83,57540.03,20763.56,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.46,0.25,0.79,58990.76,-14941.56,-46499.69,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.12,-0.38,0.79,27100.96,-17437.38,-44736.39,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.7,-0.19,0.67,-63044.69,7143.89,44209.07,0
,,,,,,,,,,,,
1,1,1,1,1,0,0.74,-0.24,0.86,-2388.45,16695.32,2806.02,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.4,0.43,0.74,-18484.87,-24953.5,7158.2,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.21,-0.14,0.93,10854.22,-19618.25,9806.74,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.59,0.36,0.55,41061.84,-10792.19,-18348.86,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.16,-0.72,0.75,632.31,54421.44,41324.31,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.53,0.07,0.85,-45819.66,-3412.08,26826.56,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.01,0.65,0.76,12047.26,-34860.45,-16375.58,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.42,-0.15,0.75,51508.05,-3311.86,-17909.83,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.31,-1.06,0.85,-8432.36,24328.35,29501.35,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.46,0.21,0.83,-9544.27,-17425.46,-551.18,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,1,1,1,1,0,-0.38,0.22,0.76,-12245.3,-59107.68,8353.62,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.52,-0.15,0.72,48198.57,11770.47,-5938.92,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.36,-0.43,0.93,-41629.73,50183.78,32078.3,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.09,0.33,0.78,45743.31,-44407.11,-41584.39,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.03,-0.12,0.9,5504.66,4311.63,5926.99,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.05,-0.19,0.9,2436.18,1884.99,1830.11,6
,,,,,,,,,,,,
1,1,1,1,1,0,0,-0.12,0.87,331.66,-832.74,1641.61,6
,,,,,,,,,,,,
1,1,1,1,1,0,0,-0.16,0.89,377,-734.91,2419.47,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.02,-0.16,0.89,2772.61,1932.72,-1121.45,6
,,,,,,,,,,,,
1,1,1,1,1,0,0,-0.11,0.88,-379.38,3335.72,2035.32,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.02,-0.17,0.92,634.69,-682.42,-23.86,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.04,-0.12,0.88,334.05,703.89,653.78,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.01,-0.04,0.85,10947.28,-3216.42,-4829.4,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.58,-0.66,0.92,-45318.59,15695.56,35600.13,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.09,0.29,0.85,4867.58,-66473.47,-22550.73,6
,,,,,,,,,,,,
1,1,0,1,1,0,-0.54,-0.1,0.75,47303.8,3259.37,-4042,6
,,,,,,,,,,,,
1,0,0,1,1,0,-0.5,-1.23,0.71,-38434.79,-20925.82,240.99,6
,,,,,,,,,,,,
1,1,0,1,1,0,-0.53,0.6,0.61,-42982.63,50489.2,22746.39,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.56,-0.17,0.92,35810.11,25659.78,-27432.62,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.19,-0.65,0.9,36418.55,-1624.91,-27415.92,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.55,0.26,0.71,-28556.46,16113.12,30515.42,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.21,-0.4,0.96,7721.32,-58308.34,-28649.52,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.46,-0.04,0.68,586.97,17928.91,16301.62,6
,,,,,,,,,,,,
1,0,1,1,1,0,-0.56,-0.5,0.69,-14657.62,-44042.04,-20109.78,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.45,0.13,0.71,-47516.16,62245.36,34225.76,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.37,-0.18,0.89,23636.39,11047.5,-20570.29,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.29,-0.19,0.71,22806.04,-49310.48,-32021.03,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.01,-0.63,0.74,-11887.39,62703.48,54244.87,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.58,0.39,0.74,-26533.08,-3696.02,23820.12,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.09,-0.05,0.82,-5215.94,-61696.56,-12493.45,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.42,0.08,0.65,66117.95,-665.71,-18162.75,6
,,,,,,,,,,,,
1,0,0,1,1,0,-0.45,-0.63,0.63,3879.75,39589.64,33770.02,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.41,-0.06,0.88,-50353.19,-2562.64,29477.48,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.24,0.3,0.75,18783.13,-47659.32,-22837.06,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.55,-0.48,0.67,42915.82,10911.49,2808.4,6
,,,,,,,,,,,,
1,1,0,1,1,0,-0.73,-0.27,0.55,-33276.11,-9348.61,2133.14,3
,,,,,,,,,,,,
1,1,1,1,1,0,-0.63,0.67,0.56,-63206.94,46707.28,33774.79,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.7,0.1,0.74,24524.01,25881.68,-23991.91,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.08,-0.06,0.75,44237.7,-29415.45,-42140.35,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.73,-0.19,0.84,-42822.76,25437.87,46902.94,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.05,-0.04,0.69,41961.39,-17742.8,-12798.87,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.77,0.31,0.71,-3762.83,-7298.98,-5048.92,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.28,-0.22,0.58,42777.43,-11906.48,-59522.85,6
,,,,,,,,,,,,
1,0,1,1,0,0,0.38,-0.56,0.71,19229.32,-9770.95,-17160.6,6
,,,,,,,,,,,,
1,0,1,1,1,0,-0.11,-0.75,0.75,-36666.71,-28251.04,21422.12,6
,,,,,,,,,,,,
1,1,1,1,1,0,0,0.01,0.72,-24705.35,43674.59,44275.88,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.16,-0.26,0.89,45392.56,-34648.09,-65125.34,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.1,-0.52,0.83,-6797.91,-88.28,858.98,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.01,0.06,0.74,-63228.41,1283.7,26132.22,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.34,0.33,0.8,31942.29,-11023.63,-24261.54,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.4,-0.4,0.73,59432.18,-22488.69,-20026.27,6
,,,,,,,,,,,,
1,0,1,1,1,0,0.06,-0.79,0.66,7232.17,29952.31,28816.54,6
,,,,,,,,,,,,
1,0,1,1,1,0,0.07,-0.7,0.75,-10670.5,901.93,14819.87,6
,,,,,,,,,,,,
1,0,1,1,1,0,0,-0.3,0.66,-38177.09,-13710.35,20255.33,6
,,,,,,,,,,,,
1,0,1,1,1,0,-0.27,-0.69,0.67,14810.32,-18081.62,-67141.57,6
,,,,,,,,,,,,
1,0,0,1,1,0,-0.57,-0.48,0.58,-1107.14,-811.26,-1245.53,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.54,0.04,0.51,-78184.29,52887.2,74054.01,0
,,,,,,,,,,,,
1,1,1,1,1,0,0.71,0.58,0.67,16265.83,32767.87,9081.37,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.49,-0.44,0.97,24824.65,-28608.96,-34819.89,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.52,0.37,0.79,-5838.71,31968.54,24707.73,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.51,0.28,0.73,8475.31,6201.39,-8353.62,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.52,-0.33,0.87,25683.64,-24366.53,-42121.26,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.03,-0.56,0.81,-52839.48,-46432.88,8067.3,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.16,0.58,0.55,-22087.83,23896.47,3619.67,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.68,0.56,0.41,59494.22,-66280.2,-33657.87,6
,,,,,,,,,,,,
1,1,0,1,1,0,-0.52,0.27,0.66,-40424.77,78186.68,25292.32,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.13,-0.13,0.95,35817.27,18580.31,2889.53,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.15,-0.8,0.93,26015.3,-29382.04,-48857.13,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.53,0.08,0.71,-17392.05,7060.38,12192.81,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.34,-0.39,0.94,8806.98,52906.29,12696.27,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.29,0.19,0.8,-27296.62,-21274.18,-1603.44,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.31,0.14,0.72,31028.43,6089.25,694.35,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.62,0.2,0.75,-5363.88,30236.25,6933.91,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.61,-0.25,0.74,17714.17,-15573.87,-53681.76,6
,,,,,,,,,,,,
1,0,1,1,0,0,0.24,-0.27,0.81,-8162.74,1443.57,14970.19,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.43,0.21,0.83,-1171.56,15382.98,15323.33,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.76,-0.19,0.51,-11059.42,10422.34,-15180.17,5
,,,,,,,,,,,,
1,1,1,1,0,0,0.6,-0.08,0.75,-8382.26,-13937.02,-8231.93,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.22,-0.31,0.77,13152.01,-41846.86,-78184.29,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.21,0.22,0.86,157.48,2806.02,-51703.71,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.19,-0.18,0.92,8706.76,23798.64,78186.68,6
,,,,,,,,,,,,
1,1,1,1,0,0,0.49,-0.13,0.81,-21815.82,-15194.48,-78184.29,6
,,,,,,,,,,,,
1,1,1,1,1,0,0,-0.08,1.01,-1498.45,-18513.5,3369.13,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.11,-0.2,0.92,-3366.74,12617.53,6876.65,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.1,0.22,0.8,7609.17,-18993.1,-49236.51,6
,,,,,,,,,,,,
1,1,1,1,1,0,0.25,-0.39,0.64,49873.59,54538.36,78186.68,6
,,,,,,,,,,,,
1,0,1,1,0,0,0.61,-0.62,0.63,-20572.68,-47053.26,-47544.79,6
,,,,,,,,,,,,
1,1,1,1,1,0,-0.13,-0.21,1.03,-31663.12,5213.56,19391.57,6
,,,,,,,,,,,,
